"respondent","condition","stimuli","accuracy","latency"
8,"WGBB","horrible",1,491
8,"WGBB","wm4",1,592
8,"WGBB","peace",1,619
8,"WGBB","bm23",1,580
8,"WGBB","failure",1,607
8,"WGBB","wm6",1,561
8,"WGBB","wf2",1,539
8,"WGBB","pleasure",1,535
8,"WGBB","bm56",1,563
8,"WGBB","good",1,759
8,"WGBB","wm1",1,602
8,"WGBB","pain",1,699
8,"WGBB","bf56",1,625
8,"WGBB","terrible",1,618
8,"WGBB","bm14",1,459
8,"WGBB","wf3",1,1395
8,"WGBB","wicked",1,694
8,"WGBB","bm56",1,443
8,"WGBB","evil",1,508
8,"WGBB","wf6",1,465
8,"WGBB","laughter",1,720
8,"WGBB","bf56",1,437
8,"WGBB","hate",1,765
8,"WGBB","wm6",1,473
8,"WGBB","hate",1,831
8,"WGBB","bf23",1,631
8,"WGBB","glory",1,624
8,"WGBB","bf14",1,617
8,"WGBB","horrible",1,666
8,"WGBB","bm14",1,401
8,"WGBB","love",1,642
8,"WGBB","wm4",1,586
8,"WGBB","terrible",1,556
8,"WGBB","wm1",1,623
8,"WGBB","glory",1,552
8,"WGBB","wf2",1,596
8,"WGBB","annoying",1,590
8,"WGBB","wf3",1,528
8,"WGBB","peace",1,790
8,"WGBB","wf6",1,488
8,"WGBB","wicked",1,654
8,"WGBB","bm23",0,1722
8,"WGBB","evil",1,586
8,"WGBB","bm14",1,540
8,"WGBB","joy",1,664
8,"WGBB","wf2",1,606
8,"WGBB","failure",1,649
8,"WGBB","wf6",1,472
8,"WGBB","love",1,511
8,"WGBB","wf3",1,612
8,"WGBB","bm56",1,521
8,"WGBB","pleasure",1,630
8,"WGBB","bm23",1,574
8,"WGBB","good",1,401
9,"WGBB","pain",1,1001
9,"WGBB","bm56",1,578
9,"WGBB","glory",1,597
9,"WGBB","wm6",1,527
9,"WGBB","joy",1,628
9,"WGBB","bm23",1,524
9,"WGBB","failure",1,689
9,"WGBB","bf56",1,551
9,"WGBB","pleasure",1,619
9,"WGBB","wf2",1,539
9,"WGBB","hate",1,472
9,"WGBB","wm4",0,1050
9,"WGBB","good",1,622
9,"WGBB","bf23",1,495
9,"WGBB","annoying",1,525
9,"WGBB","bf14",1,497
9,"WGBB","peace",1,511
9,"WGBB","bm14",1,508
9,"WGBB","horrible",1,586
9,"WGBB","bm23",1,564
9,"WGBB","bf14",1,1992
9,"WGBB","laughter",1,627
9,"WGBB","bm56",1,499
9,"WGBB","love",1,577
9,"WGBB","wm1",1,683
9,"WGBB","wf3",1,513
9,"WGBB","love",1,559
9,"WGBB","wf6",1,562
9,"WGBB","good",1,494
9,"WGBB","wm6",1,483
9,"WGBB","terrible",1,553
9,"WGBB","wm1",1,661
9,"WGBB","joy",1,572
9,"WGBB","bf23",1,511
9,"WGBB","glory",1,469
9,"WGBB","wf3",1,564
9,"WGBB","wicked",1,503
9,"WGBB","wf2",1,573
9,"WGBB","evil",1,536
9,"WGBB","bf56",1,484
9,"WGBB","peace",1,522
9,"WGBB","bm14",1,487
9,"WGBB","failure",1,669
9,"WGBB","wm4",1,772
9,"WGBB","pain",1,511
9,"WGBB","bm14",1,468
9,"WGBB","hate",1,819
9,"WGBB","wf6",1,540
9,"WGBB","evil",1,688
9,"WGBB","bf56",1,478
9,"WGBB","terrible",1,485
9,"WGBB","wf6",1,484
9,"WGBB","laughter",1,610
9,"WGBB","bm56",1,435
9,"WGBB","pleasure",1,563
9,"WGBB","wf2",1,766
9,"WGBB","horrible",1,465
9,"WGBB","wm1",0,902
9,"WGBB","annoying",1,556
9,"BGWB","wicked",1,1098
9,"BGWB","wm6",0,1671
9,"BGWB","horrible",0,1607
9,"BGWB","wm1",1,1614
9,"BGWB","bm14",1,1076
9,"BGWB","hate",1,1355
9,"BGWB","bm56",1,1399
9,"BGWB","peace",0,1488
9,"BGWB","wf6",1,1582
9,"BGWB","failure",0,1466
9,"BGWB","wm4",1,1359
9,"BGWB","annoying",1,1211
9,"BGWB","bf23",1,1052
9,"BGWB","evil",1,1476
9,"BGWB","bf56",1,1066
9,"BGWB","joy",0,1528
9,"BGWB","wf3",1,1022
9,"BGWB","love",1,1271
9,"BGWB","wf2",1,1126
9,"BGWB","bm23",1,943
9,"BGWB","glory",1,1332
9,"BGWB","bf14",1,1104
9,"BGWB","laughter",1,1390
9,"BGWB","bf14",1,592
9,"BGWB","pleasure",1,1139
9,"BGWB","bm56",0,1418
9,"BGWB","good",1,816
9,"BGWB","wm4",1,672
9,"BGWB","terrible",1,688
9,"BGWB","wf2",1,622
9,"BGWB","pain",1,527
9,"BGWB","wm1",1,619
9,"BGWB","wf3",1,1382
9,"BGWB","love",1,705
9,"BGWB","wm6",0,2467
9,"BGWB","glory",0,1731
9,"BGWB","bm23",1,1281
9,"BGWB","pleasure",0,1198
9,"BGWB","bm14",1,665
9,"BGWB","good",1,648
9,"BGWB","bf56",1,920
9,"BGWB","hate",0,1373
9,"BGWB","wf6",1,1054
9,"BGWB","failure",1,894
9,"BGWB","bf23",1,932
9,"BGWB","terrible",1,840
9,"BGWB","wf2",1,888
9,"BGWB","laughter",0,1438
9,"BGWB","wf3",1,1182
9,"BGWB","joy",1,1536
9,"BGWB","bm56",1,885
9,"BGWB","wicked",0,1156
9,"BGWB","bm23",1,790
9,"BGWB","horrible",1,793
9,"BGWB","wf6",1,762
9,"BGWB","annoying",1,654
9,"BGWB","bf56",1,621
9,"BGWB","evil",1,1111
10,"WGBB","failure",1,599
10,"WGBB","wm4",1,584
10,"WGBB","evil",1,635
10,"WGBB","bm14",1,443
10,"WGBB","laughter",1,1083
10,"WGBB","wf3",1,426
10,"WGBB","bf56",1,514
10,"WGBB","hate",1,496
10,"WGBB","bf23",1,485
10,"WGBB","glory",1,516
10,"WGBB","bf14",1,528
10,"WGBB","pain",1,501
10,"WGBB","bm56",1,387
10,"WGBB","horrible",1,501
10,"WGBB","wf2",1,482
10,"WGBB","joy",1,401
10,"WGBB","bm23",1,474
10,"WGBB","wicked",1,473
10,"WGBB","wf6",1,432
10,"WGBB","bf56",1,1486
10,"WGBB","love",1,517
10,"WGBB","wm6",1,593
10,"WGBB","terrible",1,524
10,"WGBB","wm1",0,981
10,"WGBB","pleasure",1,1010
10,"WGBB","bm23",1,555
10,"WGBB","good",1,751
10,"WGBB","wf6",1,443
10,"WGBB","peace",1,483
10,"WGBB","bm14",1,481
10,"WGBB","good",1,511
10,"WGBB","wf3",1,757
10,"WGBB","annoying",1,593
10,"WGBB","wm4",1,618
10,"WGBB","glory",1,787
10,"WGBB","bf14",1,733
10,"WGBB","pleasure",0,1235
10,"WGBB","wf2",1,545
10,"WGBB","failure",1,589
10,"WGBB","wm6",1,527
10,"WGBB","pain",1,540
10,"WGBB","bm56",1,496
10,"WGBB","hate",1,479
10,"WGBB","bf23",1,501
10,"WGBB","laughter",1,570
10,"WGBB","wm1",1,773
10,"WGBB","love",1,1352
10,"WGBB","wf2",1,452
10,"WGBB","horrible",1,524
10,"WGBB","wm4",1,616
10,"WGBB","annoying",1,529
10,"WGBB","bf23",1,533
10,"WGBB","peace",1,610
10,"WGBB","wf6",1,619
10,"WGBB","terrible",1,524
10,"WGBB","bm56",1,496
10,"WGBB","wicked",1,479
10,"WGBB","bm14",1,453
10,"BGWB","love",1,707
10,"BGWB","bm23",1,448
10,"BGWB","horrible",0,926
10,"BGWB","wf3",1,635
10,"BGWB","annoying",0,1153
10,"BGWB","wf6",1,639
10,"BGWB","glory",0,1251
10,"BGWB","bm14",1,1326
10,"BGWB","joy",1,1348
10,"BGWB","bf14",1,527
10,"BGWB","pain",1,588
10,"BGWB","bf56",1,694
10,"BGWB","laughter",1,789
10,"BGWB","wm6",1,719
10,"BGWB","peace",0,1241
10,"BGWB","bm56",1,603
10,"BGWB","good",1,397
10,"BGWB","wm4",1,638
10,"BGWB","pleasure",1,790
10,"BGWB","bf23",1,505
10,"BGWB","bf23",1,1004
10,"BGWB","evil",0,1064
10,"BGWB","bf56",1,716
10,"BGWB","wm1",1,541
10,"BGWB","wicked",1,705
10,"BGWB","wf2",1,407
10,"BGWB","peace",0,1154
10,"BGWB","wf2",0,1903
10,"BGWB","joy",1,1128
10,"BGWB","wm1",1,653
10,"BGWB","hate",1,932
10,"BGWB","wf3",1,1257
10,"BGWB","terrible",1,585
10,"BGWB","wm4",1,603
10,"BGWB","wf6",1,552
10,"BGWB","failure",1,748
10,"BGWB","wm6",1,503
10,"BGWB","evil",1,621
10,"BGWB","bm23",0,746
10,"BGWB","terrible",0,1210
10,"BGWB","bf14",0,1175
10,"BGWB","hate",0,2965
10,"BGWB","wm6",1,38
10,"BGWB","love",1,1022
10,"BGWB","bm56",1,391
10,"BGWB","pleasure",1,1393
10,"BGWB","wm1",1,579
10,"BGWB","failure",1,1462
10,"BGWB","bm14",1,1997
10,"BGWB","wicked",0,852
10,"BGWB","bf14",1,1431
10,"BGWB","pain",1,880
10,"BGWB","bf23",1,590
10,"BGWB","good",0,988
10,"BGWB","wf2",0,577
10,"BGWB","laughter",1,1003
10,"BGWB","bm23",1,476
10,"BGWB","annoying",1,627
11,"WGBB","joy",1,703
11,"WGBB","wf2",1,900
11,"WGBB","wicked",1,690
11,"WGBB","bm14",1,560
11,"WGBB","pleasure",1,572
11,"WGBB","bf56",1,791
11,"WGBB","love",1,1017
11,"WGBB","wm1",1,810
11,"WGBB","horrible",1,1260
11,"WGBB","wm6",1,755
11,"WGBB","laughter",1,783
11,"WGBB","wm4",1,897
11,"WGBB","bf14",1,601
11,"WGBB","annoying",1,851
11,"WGBB","wf6",1,763
11,"WGBB","hate",1,654
11,"WGBB","bm23",1,654
11,"WGBB","evil",1,669
11,"WGBB","bm56",1,708
11,"WGBB","bf23",1,671
11,"WGBB","terrible",1,678
11,"WGBB","bf23",1,604
11,"WGBB","glory",1,790
11,"WGBB","bf56",1,536
11,"WGBB","good",1,1164
11,"WGBB","wf3",1,951
11,"WGBB","peace",1,771
11,"WGBB","bm23",1,622
11,"WGBB","failure",1,599
11,"WGBB","bf14",1,608
11,"WGBB","laughter",1,618
11,"WGBB","bm14",1,579
11,"WGBB","pain",1,830
11,"WGBB","bm56",1,622
11,"WGBB","joy",1,527
11,"WGBB","wm4",1,571
11,"WGBB","wf6",1,521
11,"WGBB","annoying",1,606
11,"WGBB","bf23",1,640
11,"WGBB","failure",1,536
11,"WGBB","bm56",1,588
11,"WGBB","good",1,518
11,"WGBB","wf3",1,555
11,"WGBB","glory",1,623
11,"WGBB","wm6",1,592
11,"WGBB","pleasure",1,602
11,"WGBB","wm1",1,715
11,"WGBB","terrible",1,569
11,"WGBB","wf2",1,611
11,"WGBB","evil",1,493
11,"WGBB","wm4",1,794
11,"WGBB","love",1,597
11,"WGBB","wf3",1,558
11,"WGBB","hate",1,546
11,"WGBB","bm23",1,462
11,"WGBB","horrible",1,549
11,"WGBB","wf6",1,465
11,"WGBB","pain",1,568
11,"BGWB","wicked",1,1732
11,"BGWB","wf2",1,1224
11,"BGWB","terrible",1,1377
11,"BGWB","bm14",1,1187
11,"BGWB","hate",1,942
11,"BGWB","bf56",1,1074
11,"BGWB","laughter",0,1812
11,"BGWB","wf3",1,1034
11,"BGWB","evil",1,2210
11,"BGWB","wm4",1,2051
11,"BGWB","joy",1,1763
11,"BGWB","bm56",1,1263
11,"BGWB","horrible",1,1807
11,"BGWB","wm1",0,2439
11,"BGWB","love",1,1520
11,"BGWB","wf6",1,1069
11,"BGWB","glory",1,1629
11,"BGWB","bf23",1,1173
11,"BGWB","pleasure",1,1808
11,"BGWB","wm6",1,1337
11,"BGWB","bm23",1,952
11,"BGWB","annoying",1,788
11,"BGWB","wm6",1,902
11,"BGWB","pain",0,1102
11,"BGWB","wm1",1,1344
11,"BGWB","peace",1,1877
11,"BGWB","wm4",1,979
11,"BGWB","failure",1,943
11,"BGWB","wf6",0,1889
11,"BGWB","bf14",1,1209
11,"BGWB","good",1,1523
11,"BGWB","bm14",1,2200
11,"BGWB","love",1,843
11,"BGWB","wf2",1,1034
11,"BGWB","terrible",1,1306
11,"BGWB","wf3",1,616
11,"BGWB","wicked",1,729
11,"BGWB","bm56",1,742
11,"BGWB","hate",1,826
11,"BGWB","wf3",1,770
11,"BGWB","good",1,1013
11,"BGWB","bf56",1,1030
11,"BGWB","joy",1,1247
11,"BGWB","bf14",1,567
11,"BGWB","pleasure",1,890
11,"BGWB","bf23",1,848
11,"BGWB","horrible",1,904
11,"BGWB","bm23",0,999
11,"BGWB","peace",1,1543
11,"BGWB","wf2",0,2695
11,"BGWB","failure",1,248
11,"BGWB","bf56",1,1800
11,"BGWB","evil",1,674
11,"BGWB","bm23",1,769
11,"BGWB","laughter",1,826
11,"BGWB","wm4",1,803
11,"BGWB","glory",1,2381
11,"BGWB","bf23",1,975
11,"BGWB","annoying",1,811
12,"WGBB","terrible",1,1708
12,"WGBB","bf56",1,1377
12,"WGBB","love",1,909
12,"WGBB","bm14",1,1586
12,"WGBB","pleasure",1,756
12,"WGBB","wm1",1,1208
12,"WGBB","pain",1,682
12,"WGBB","wf3",1,864
12,"WGBB","horrible",1,951
12,"WGBB","wf2",1,1723
12,"WGBB","peace",1,857
12,"WGBB","bf23",1,1360
12,"WGBB","good",1,1212
12,"WGBB","bm23",1,1325
12,"WGBB","laughter",1,867
12,"WGBB","wm6",1,841
12,"WGBB","hate",1,690
12,"WGBB","bf14",1,752
12,"WGBB","wicked",1,1092
12,"WGBB","wf6",1,681
12,"WGBB","wm4",1,1182
12,"WGBB","evil",1,657
12,"WGBB","bm56",1,664
12,"WGBB","bf14",0,1358
12,"WGBB","annoying",1,1121
12,"WGBB","wf3",1,614
12,"WGBB","glory",1,943
12,"WGBB","bf56",1,859
12,"WGBB","joy",1,755
12,"WGBB","wm1",1,726
12,"WGBB","good",1,868
12,"WGBB","bm56",1,690
12,"WGBB","laughter",1,865
12,"WGBB","bm23",1,720
12,"WGBB","love",1,685
12,"WGBB","bf23",1,955
12,"WGBB","wm4",1,705
12,"WGBB","failure",1,703
12,"WGBB","wm6",1,628
12,"WGBB","hate",1,725
12,"WGBB","wf6",1,713
12,"WGBB","wicked",1,1103
12,"WGBB","wf2",1,637
12,"WGBB","failure",1,717
12,"WGBB","bm14",1,714
12,"WGBB","glory",1,863
12,"WGBB","bm14",1,679
12,"WGBB","terrible",1,982
12,"WGBB","bf14",1,680
12,"WGBB","pain",1,631
12,"WGBB","bf23",1,695
12,"WGBB","joy",1,670
12,"WGBB","wf2",1,660
12,"WGBB","horrible",1,684
12,"WGBB","wf3",1,690
12,"WGBB","evil",1,633
12,"WGBB","wm1",1,761
12,"WGBB","peace",1,709
12,"BGWB","laughter",1,1932
12,"BGWB","bf56",1,1000
12,"BGWB","good",1,978
12,"BGWB","bf23",1,692
12,"BGWB","wicked",0,1912
12,"BGWB","bm14",1,2016
12,"BGWB","evil",1,1698
12,"BGWB","wf2",0,1463
12,"BGWB","pleasure",1,1550
12,"BGWB","bm23",1,1082
12,"BGWB","pain",1,1104
12,"BGWB","wf3",1,782
12,"BGWB","hate",0,1243
12,"BGWB","wm6",1,784
12,"BGWB","love",1,866
12,"BGWB","bf14",0,1431
12,"BGWB","horrible",1,1889
12,"BGWB","bm56",1,1071
12,"BGWB","failure",1,1470
12,"BGWB","bm23",1,830
12,"BGWB","wf6",1,1528
12,"BGWB","wm4",1,813
12,"BGWB","terrible",0,2003
12,"BGWB","wm1",1,800
12,"BGWB","glory",1,874
12,"BGWB","bf56",0,1768
12,"BGWB","peace",0,2475
12,"BGWB","bf14",0,2287
12,"BGWB","annoying",1,2655
12,"BGWB","wf3",1,847
12,"BGWB","evil",0,1589
12,"BGWB","wf2",1,745
12,"BGWB","joy",1,1166
12,"BGWB","wm6",1,681
12,"BGWB","peace",1,815
12,"BGWB","wm1",0,1408
12,"BGWB","good",0,2399
12,"BGWB","bm56",0,1852
12,"BGWB","failure",1,1457
12,"BGWB","bm14",0,1498
12,"BGWB","annoying",1,1254
12,"BGWB","wm4",1,838
12,"BGWB","wf6",1,762
12,"BGWB","pleasure",1,1806
12,"BGWB","bf23",1,632
12,"BGWB","pain",1,800
12,"BGWB","wf2",1,818
12,"BGWB","laughter",1,763
12,"BGWB","bf56",1,646
12,"BGWB","terrible",1,806
12,"BGWB","bf14",0,2253
12,"BGWB","love",1,847
12,"BGWB","wf6",1,687
12,"BGWB","glory",1,1677
12,"BGWB","wm1",1,684
12,"BGWB","wicked",1,866
12,"BGWB","bm23",1,905
12,"BGWB","hate",1,1015
13,"BGWB","peace",1,610
13,"BGWB","wm1",1,1554
13,"BGWB","love",1,1199
13,"BGWB","bm23",1,1064
13,"BGWB","pleasure",1,879
13,"BGWB","wf2",1,926
13,"BGWB","failure",1,604
13,"BGWB","bm14",1,949
13,"BGWB","wicked",0,1419
13,"BGWB","wm4",1,2008
13,"BGWB","horrible",1,1011
13,"BGWB","bm56",1,740
13,"BGWB","annoying",1,1432
13,"BGWB","bf23",1,680
13,"BGWB","hate",1,775
13,"BGWB","bf56",1,618
13,"BGWB","wm6",1,1287
13,"BGWB","terrible",1,702
13,"BGWB","wf3",1,563
13,"BGWB","bf14",1,800
13,"BGWB","good",0,2549
13,"BGWB","bf14",1,925
13,"BGWB","evil",1,747
13,"BGWB","bf23",1,510
13,"BGWB","glory",0,1214
13,"BGWB","bm56",1,556
13,"BGWB","laughter",1,1056
13,"BGWB","wf6",1,543
13,"BGWB","joy",1,836
13,"BGWB","bf56",1,652
13,"BGWB","bm14",1,854
13,"BGWB","laughter",1,526
13,"BGWB","bm23",1,402
13,"BGWB","good",1,500
13,"BGWB","wf3",0,1191
13,"BGWB","pain",0,1142
13,"BGWB","wm1",1,958
13,"BGWB","annoying",1,538
13,"BGWB","wm6",1,502
13,"BGWB","wicked",1,1579
13,"BGWB","wm4",1,782
13,"BGWB","hate",0,1164
13,"BGWB","wf6",1,674
13,"BGWB","evil",1,706
13,"BGWB","bf56",1,655
13,"BGWB","love",1,639
13,"BGWB","wf2",1,935
13,"BGWB","failure",1,795
13,"BGWB","bm14",1,573
13,"BGWB","horrible",0,1307
13,"BGWB","bm23",1,621
13,"BGWB","peace",1,1638
13,"BGWB","wf6",1,743
13,"BGWB","glory",1,971
13,"BGWB","wm1",1,910
13,"BGWB","pleasure",1,748
13,"BGWB","wm6",1,511
13,"BGWB","terrible",1,925
13,"WGBB","terrible",1,1510
13,"WGBB","wf3",1,1027
13,"WGBB","hate",1,1140
13,"WGBB","bm14",1,552
13,"WGBB","peace",1,1524
13,"WGBB","wm6",1,569
13,"WGBB","wf2",1,475
13,"WGBB","pain",0,981
13,"WGBB","bm56",1,451
13,"WGBB","joy",1,835
13,"WGBB","wf6",1,867
13,"WGBB","glory",1,658
13,"WGBB","bf23",1,609
13,"WGBB","pleasure",1,795
13,"WGBB","bf56",1,732
13,"WGBB","good",1,993
13,"WGBB","bf14",1,682
13,"WGBB","horrible",1,921
13,"WGBB","wm4",1,965
13,"WGBB","wm1",1,601
13,"WGBB","laughter",1,819
13,"WGBB","bm23",1,643
13,"WGBB","evil",1,500
13,"WGBB","wm6",1,657
13,"WGBB","love",1,601
13,"WGBB","bm56",1,546
13,"WGBB","laughter",1,1103
13,"WGBB","bm14",1,684
13,"WGBB","failure",1,1043
13,"WGBB","bf14",1,818
13,"WGBB","wf3",1,459
13,"WGBB","glory",1,547
13,"WGBB","wf2",1,406
13,"WGBB","wicked",0,814
13,"WGBB","bm23",1,520
13,"WGBB","annoying",1,677
13,"WGBB","bf23",1,523
13,"WGBB","failure",1,376
13,"WGBB","bf56",1,362
13,"WGBB","good",1,614
13,"WGBB","wm1",1,463
13,"WGBB","horrible",1,734
13,"WGBB","wf6",1,515
13,"WGBB","pleasure",1,472
13,"WGBB","bm23",1,574
13,"WGBB","pain",1,489
13,"WGBB","wm4",1,655
13,"WGBB","terrible",0,981
13,"WGBB","bf14",1,505
13,"WGBB","wicked",1,646
13,"WGBB","wf2",1,542
13,"WGBB","hate",1,634
13,"WGBB","wf6",1,522
13,"WGBB","joy",1,655
13,"WGBB","wf3",1,535
13,"WGBB","annoying",1,603
13,"WGBB","bf56",1,509
13,"WGBB","peace",0,1413
14,"BGWB","love",0,2162
14,"BGWB","wm4",1,1041
14,"BGWB","peace",1,1353
14,"BGWB","wf6",1,877
14,"BGWB","horrible",0,1612
14,"BGWB","bm23",1,1621
14,"BGWB","joy",0,1901
14,"BGWB","bm14",1,1851
14,"BGWB","evil",0,1296
14,"BGWB","wf2",1,512
14,"BGWB","pleasure",0,1618
14,"BGWB","bf23",0,1557
14,"BGWB","wf3",1,1307
14,"BGWB","glory",0,1193
14,"BGWB","wm1",1,722
14,"BGWB","wicked",0,2288
14,"BGWB","wm6",1,693
14,"BGWB","laughter",0,1168
14,"BGWB","bf56",1,2077
14,"BGWB","wf6",1,1521
14,"BGWB","pain",1,1135
14,"BGWB","wm6",1,411
14,"BGWB","good",1,605
14,"BGWB","bm56",1,878
14,"BGWB","failure",1,677
14,"BGWB","wm4",0,1249
14,"BGWB","terrible",1,1035
14,"BGWB","bf14",0,1167
14,"BGWB","hate",1,1029
14,"BGWB","wf2",1,742
14,"BGWB","glory",1,1002
14,"BGWB","bf14",1,860
14,"BGWB","laughter",0,1336
14,"BGWB","wf3",1,599
14,"BGWB","annoying",1,1337
14,"BGWB","bf23",1,1269
14,"BGWB","terrible",1,797
14,"BGWB","bm56",1,758
14,"BGWB","good",1,770
14,"BGWB","bf56",1,725
14,"BGWB","pain",1,1098
14,"BGWB","bm23",1,535
14,"BGWB","annoying",1,980
14,"BGWB","wm1",1,782
14,"BGWB","hate",1,1105
14,"BGWB","bm14",1,854
14,"BGWB","pleasure",1,798
14,"BGWB","wf2",1,624
14,"BGWB","joy",1,793
14,"BGWB","bm23",0,1122
14,"BGWB","wf6",1,1169
14,"BGWB","evil",1,860
14,"BGWB","bf14",0,1621
14,"BGWB","failure",1,723
14,"BGWB","wf3",1,928
14,"BGWB","love",1,709
14,"BGWB","bm14",0,1659
14,"BGWB","wicked",1,905
14,"WGBB","peace",1,481
14,"WGBB","wm1",1,455
14,"WGBB","glory",1,455
14,"WGBB","bf23",1,487
14,"WGBB","annoying",1,613
14,"WGBB","wm6",1,517
14,"WGBB","wicked",1,467
14,"WGBB","wf3",1,513
14,"WGBB","terrible",1,535
14,"WGBB","wf6",1,435
14,"WGBB","horrible",1,428
14,"WGBB","bf14",1,1100
14,"WGBB","joy",1,458
14,"WGBB","bm56",1,449
14,"WGBB","failure",1,577
14,"WGBB","bf56",1,467
14,"WGBB","love",1,474
14,"WGBB","bm23",1,881
14,"WGBB","pleasure",1,495
14,"WGBB","bm14",1,341
14,"WGBB","bm56",1,478
14,"WGBB","hate",1,909
14,"WGBB","wf2",1,521
14,"WGBB","laughter",1,518
14,"WGBB","bf23",1,419
14,"WGBB","evil",1,492
14,"WGBB","wm4",1,482
14,"WGBB","pain",1,1056
14,"WGBB","wf3",1,552
14,"WGBB","wf6",1,422
14,"WGBB","annoying",0,853
14,"WGBB","bm14",0,1496
14,"WGBB","good",1,931
14,"WGBB","wm6",1,695
14,"WGBB","terrible",1,614
14,"WGBB","wm4",1,591
14,"WGBB","peace",1,633
14,"WGBB","wf2",1,425
14,"WGBB","laughter",1,474
14,"WGBB","bm23",1,497
14,"WGBB","pleasure",1,615
14,"WGBB","bf14",1,672
14,"WGBB","wm1",1,672
14,"WGBB","love",1,575
14,"WGBB","wm6",1,401
14,"WGBB","failure",1,499
14,"WGBB","bf56",0,777
14,"WGBB","glory",1,490
14,"WGBB","wf6",1,424
14,"WGBB","wicked",1,697
14,"WGBB","bf14",1,606
14,"WGBB","hate",1,520
14,"WGBB","bf23",1,365
14,"WGBB","evil",1,520
14,"WGBB","bm56",1,333
14,"WGBB","pain",1,409
14,"WGBB","wf3",1,553
14,"WGBB","good",1,533
15,"BGWB","hate",1,1715
15,"BGWB","wf6",1,1089
15,"BGWB","love",0,1250
15,"BGWB","wm1",1,3630
15,"BGWB","joy",1,992
15,"BGWB","wm4",1,953
15,"BGWB","good",1,637
15,"BGWB","wm6",1,821
15,"BGWB","peace",1,550
15,"BGWB","bf56",1,842
15,"BGWB","terrible",1,866
15,"BGWB","bf14",1,761
15,"BGWB","pleasure",1,797
15,"BGWB","bm56",1,670
15,"BGWB","pain",1,653
15,"BGWB","bm23",1,685
15,"BGWB","laughter",1,651
15,"BGWB","bf23",1,643
15,"BGWB","glory",1,731
15,"BGWB","bm14",1,535
15,"BGWB","bm56",1,911
15,"BGWB","bm14",1,643
15,"BGWB","horrible",1,675
15,"BGWB","wf3",1,545
15,"BGWB","laughter",1,630
15,"BGWB","wf2",1,806
15,"BGWB","annoying",1,488
15,"BGWB","bf56",1,678
15,"BGWB","pleasure",1,509
15,"BGWB","wf3",1,578
15,"BGWB","joy",0,941
15,"BGWB","wm1",1,928
15,"BGWB","wm4",1,732
15,"BGWB","glory",1,561
15,"BGWB","wm6",1,636
15,"BGWB","evil",0,889
15,"BGWB","bm23",1,633
15,"BGWB","failure",1,769
15,"BGWB","wf2",1,708
15,"BGWB","wicked",0,1137
15,"BGWB","wf6",1,1053
15,"BGWB","annoying",1,1469
15,"BGWB","wf6",1,1284
15,"BGWB","horrible",0,1442
15,"BGWB","bf14",1,2209
15,"BGWB","terrible",0,1207
15,"BGWB","bf23",1,668
15,"BGWB","wicked",1,963
15,"BGWB","bf56",1,614
15,"BGWB","failure",1,623
15,"BGWB","bm23",1,624
15,"BGWB","good",1,553
15,"BGWB","wm6",1,565
15,"BGWB","evil",1,672
15,"BGWB","wf2",1,615
15,"BGWB","peace",0,1065
15,"BGWB","bf14",1,726
15,"BGWB","pain",1,899
15,"WGBB","hate",1,742
15,"WGBB","bm56",1,482
15,"WGBB","glory",1,616
15,"WGBB","bf56",1,609
15,"WGBB","good",1,595
15,"WGBB","wf6",1,700
15,"WGBB","love",1,1362
15,"WGBB","bm23",1,533
15,"WGBB","pleasure",1,601
15,"WGBB","bf14",1,523
15,"WGBB","wm4",1,585
15,"WGBB","horrible",1,556
15,"WGBB","wf3",1,663
15,"WGBB","joy",1,783
15,"WGBB","wm6",1,521
15,"WGBB","wicked",1,718
15,"WGBB","wm1",1,979
15,"WGBB","laughter",1,670
15,"WGBB","wf2",1,437
15,"WGBB","wf6",1,512
15,"WGBB","failure",1,630
15,"WGBB","bf23",1,558
15,"WGBB","terrible",1,594
15,"WGBB","bm14",1,403
15,"WGBB","peace",1,589
15,"WGBB","wf3",1,551
15,"WGBB","pain",1,539
15,"WGBB","bm14",1,607
15,"WGBB","love",1,585
15,"WGBB","bf14",1,571
15,"WGBB","laughter",1,806
15,"WGBB","bm23",1,639
15,"WGBB","wm1",1,700
15,"WGBB","evil",1,626
15,"WGBB","bf23",1,426
15,"WGBB","annoying",1,483
15,"WGBB","wm6",1,537
15,"WGBB","good",1,573
15,"WGBB","wf2",1,656
15,"WGBB","hate",0,1319
15,"WGBB","wm4",1,804
15,"WGBB","annoying",1,646
15,"WGBB","wm1",1,717
15,"WGBB","peace",1,474
15,"WGBB","bf56",1,585
15,"WGBB","pain",1,436
15,"WGBB","bm56",1,524
15,"WGBB","evil",1,553
15,"WGBB","bf23",1,540
15,"WGBB","terrible",1,520
15,"WGBB","wm6",1,573
15,"WGBB","pleasure",1,456
15,"WGBB","bf56",1,616
15,"WGBB","failure",1,553
15,"WGBB","bm23",1,564
15,"WGBB","glory",1,447
15,"WGBB","wm4",1,791
15,"WGBB","horrible",1,697
16,"BGWB","good",1,1786
16,"BGWB","wf3",1,1157
16,"BGWB","love",1,584
16,"BGWB","wm4",1,883
16,"BGWB","pain",1,721
16,"BGWB","bm56",0,2691
16,"BGWB","terrible",1,1140
16,"BGWB","bf23",1,1656
16,"BGWB","pleasure",1,1640
