"subject","blockcode","measure","condition","stimulusitem1","correct","latency"
125,"test_DGMB","iat","DGMB","fallimento",1,805
126,"practice_MGDB","iat","MGDB","odio",1,836
126,"practice_MGDB","iat","MGDB","fond1.jpg",1,523
126,"practice_MGDB","iat","MGDB","gloria",1,930
126,"practice_MGDB","iat","MGDB","fond2.jpg",1,523
126,"practice_MGDB","iat","MGDB","gioia",1,914
126,"practice_MGDB","iat","MGDB","fond4.jpg",1,608
126,"practice_MGDB","iat","MGDB","buono",1,655
126,"practice_MGDB","iat","MGDB","fond6.jpg",1,568
126,"practice_MGDB","iat","MGDB","dolore",1,911
126,"practice_MGDB","iat","MGDB","fond3.jpg",1,534
126,"practice_MGDB","iat","MGDB","meraviglioso",1,567
126,"practice_MGDB","iat","MGDB","fond7.jpg",1,521
126,"practice_MGDB","iat","MGDB","brutto",1,1216
126,"practice_MGDB","iat","MGDB","latte6.jpg",1,800
126,"practice_MGDB","iat","MGDB","male",1,839
126,"practice_MGDB","iat","MGDB","latte7.jpg",1,533
126,"practice_MGDB","iat","MGDB","stupendo",1,871
126,"practice_MGDB","iat","MGDB","latte5.jpg",1,746
126,"practice_MGDB","iat","MGDB","schifo",1,583
126,"practice_MGDB","iat","MGDB","latte4.jpg",1,643
126,"test_MGDB","iat","MGDB","fond5.jpg",1,715
126,"test_MGDB","iat","MGDB","felicità",1,599
126,"test_MGDB","iat","MGDB","latte2.jpg",1,606
126,"test_MGDB","iat","MGDB","orribile",1,525
126,"test_MGDB","iat","MGDB","latte3.jpg",1,543
126,"test_MGDB","iat","MGDB","bello",1,987
126,"test_MGDB","iat","MGDB","latte1.jpg",1,446
126,"test_MGDB","iat","MGDB","nocivo",1,541
126,"test_MGDB","iat","MGDB","fond1.jpg",1,610
126,"test_MGDB","iat","MGDB","eccellente",1,715
126,"test_MGDB","iat","MGDB","latte4.jpg",1,770
126,"test_MGDB","iat","MGDB","disastro",1,1243
126,"test_MGDB","iat","MGDB","latte2.jpg",1,505
126,"test_MGDB","iat","MGDB","ridere",1,1085
126,"test_MGDB","iat","MGDB","fond6.jpg",1,526
126,"test_MGDB","iat","MGDB","amore",1,597
126,"test_MGDB","iat","MGDB","latte5.jpg",1,692
126,"test_MGDB","iat","MGDB","fastidioso",1,725
126,"test_MGDB","iat","MGDB","latte6.jpg",1,534
126,"test_MGDB","iat","MGDB","terribile",1,792
126,"test_MGDB","iat","MGDB","fond4.jpg",1,543
126,"test_MGDB","iat","MGDB","cattivo",1,643
126,"test_MGDB","iat","MGDB","fond5.jpg",1,538
126,"test_MGDB","iat","MGDB","piacere",1,835
126,"test_MGDB","iat","MGDB","latte3.jpg",1,730
126,"test_MGDB","iat","MGDB","fallimento",1,595
126,"test_MGDB","iat","MGDB","latte1.jpg",1,626
126,"test_MGDB","iat","MGDB","agonia",1,1206
126,"test_MGDB","iat","MGDB","fond3.jpg",1,679
126,"test_MGDB","iat","MGDB","paradiso",1,613
126,"test_MGDB","iat","MGDB","fond2.jpg",1,647
126,"test_MGDB","iat","MGDB","disastro",1,790
126,"test_MGDB","iat","MGDB","fond7.jpg",1,1241
126,"test_MGDB","iat","MGDB","pace",1,415
126,"test_MGDB","iat","MGDB","fond7.jpg",1,505
126,"test_MGDB","iat","MGDB","buono",1,494
126,"test_MGDB","iat","MGDB","latte7.jpg",1,543
126,"test_MGDB","iat","MGDB","fallimento",1,491
126,"test_MGDB","iat","MGDB","latte7.jpg",1,725
126,"test_MGDB","iat","MGDB","meraviglioso",1,644
126,"practice_DGMB","iat","DGMB","buono",1,1752
126,"practice_DGMB","iat","DGMB","fond3.jpg",1,573
126,"practice_DGMB","iat","DGMB","fastidioso",1,615
126,"practice_DGMB","iat","DGMB","fond4.jpg",1,1272
126,"practice_DGMB","iat","DGMB","terribile",1,1275
126,"practice_DGMB","iat","DGMB","latte2.jpg",1,969
126,"practice_DGMB","iat","DGMB","amore",1,903
126,"practice_DGMB","iat","DGMB","latte1.jpg",1,755
126,"practice_DGMB","iat","DGMB","ridere",1,2191
126,"practice_DGMB","iat","DGMB","latte5.jpg",1,897
126,"practice_DGMB","iat","DGMB","orribile",1,994
126,"practice_DGMB","iat","DGMB","latte7.jpg",1,552
126,"practice_DGMB","iat","DGMB","agonia",1,597
126,"practice_DGMB","iat","DGMB","fond5.jpg",1,635
126,"practice_DGMB","iat","DGMB","paradiso",1,703
126,"practice_DGMB","iat","DGMB","latte6.jpg",1,651
126,"practice_DGMB","iat","DGMB","schifo",1,1189
126,"practice_DGMB","iat","DGMB","fond6.jpg",1,592
126,"practice_DGMB","iat","DGMB","felicità",1,900
126,"practice_DGMB","iat","DGMB","fond2.jpg",1,576
126,"test_DGMB","iat","DGMB","fond1.jpg",1,602
126,"test_DGMB","iat","DGMB","male",1,561
126,"test_DGMB","iat","DGMB","latte4.jpg",1,648
126,"test_DGMB","iat","DGMB","meraviglioso",1,631
126,"test_DGMB","iat","DGMB","fond7.jpg",1,774
126,"test_DGMB","iat","DGMB","cattivo",1,1215
126,"test_DGMB","iat","DGMB","fond4.jpg",0,415
126,"test_DGMB","iat","DGMB","nocivo",1,993
126,"test_DGMB","iat","DGMB","fond3.jpg",1,623
126,"test_DGMB","iat","DGMB","bello",1,2204
126,"test_DGMB","iat","DGMB","latte3.jpg",0,904
126,"test_DGMB","iat","DGMB","gioia",1,3164
126,"test_DGMB","iat","DGMB","latte1.jpg",1,1263
126,"test_DGMB","iat","DGMB","brutto",1,3399
126,"test_DGMB","iat","DGMB","latte5.jpg",1,826
126,"test_DGMB","iat","DGMB","odio",1,534
126,"test_DGMB","iat","DGMB","fond2.jpg",1,471
126,"test_DGMB","iat","DGMB","disastro",1,1556
126,"test_DGMB","iat","DGMB","fond6.jpg",1,569
126,"test_DGMB","iat","DGMB","pace",1,1578
126,"test_DGMB","iat","DGMB","latte3.jpg",1,698
126,"test_DGMB","iat","DGMB","eccellente",1,1556
126,"test_DGMB","iat","DGMB","fond7.jpg",1,657
126,"test_DGMB","iat","DGMB","dolore",1,539
126,"test_DGMB","iat","DGMB","latte6.jpg",1,391
126,"test_DGMB","iat","DGMB","fallimento",1,612
126,"test_DGMB","iat","DGMB","latte4.jpg",1,453
126,"test_DGMB","iat","DGMB","orribile",1,551
126,"test_DGMB","iat","DGMB","fond5.jpg",1,558
126,"test_DGMB","iat","DGMB","disastro",1,693
126,"test_DGMB","iat","DGMB","fond1.jpg",1,678
126,"test_DGMB","iat","DGMB","piacere",1,629
126,"test_DGMB","iat","DGMB","latte2.jpg",1,529
126,"test_DGMB","iat","DGMB","stupendo",1,626
126,"test_DGMB","iat","DGMB","latte7.jpg",1,966
126,"test_DGMB","iat","DGMB","gloria",1,733
126,"test_DGMB","iat","DGMB","fond1.jpg",1,694
126,"test_DGMB","iat","DGMB","buono",1,576
126,"test_DGMB","iat","DGMB","latte6.jpg",0,1009
126,"test_DGMB","iat","DGMB","eccellente",1,3359
128,"practice_MGDB","iat","MGDB","stupendo",1,1245
128,"practice_MGDB","iat","MGDB","latte7.jpg",1,1709
128,"practice_MGDB","iat","MGDB","terribile",1,2704
128,"practice_MGDB","iat","MGDB","latte5.jpg",1,1985
128,"practice_MGDB","iat","MGDB","amore",1,2043
128,"practice_MGDB","iat","MGDB","latte6.jpg",1,1471
128,"practice_MGDB","iat","MGDB","odio",1,819
128,"practice_MGDB","iat","MGDB","latte3.jpg",1,742
128,"practice_MGDB","iat","MGDB","nocivo",1,1135
128,"practice_MGDB","iat","MGDB","fond6.jpg",1,848
128,"practice_MGDB","iat","MGDB","fallimento",1,687
128,"practice_MGDB","iat","MGDB","fond3.jpg",1,608
128,"practice_MGDB","iat","MGDB","male",1,575
128,"practice_MGDB","iat","MGDB","fond1.jpg",1,616
128,"practice_MGDB","iat","MGDB","agonia",1,506
128,"practice_MGDB","iat","MGDB","fond2.jpg",1,758
128,"practice_MGDB","iat","MGDB","ridere",1,661
128,"practice_MGDB","iat","MGDB","fond5.jpg",1,601
128,"practice_MGDB","iat","MGDB","gioia",1,648
128,"practice_MGDB","iat","MGDB","fond7.jpg",1,465
128,"test_MGDB","iat","MGDB","latte2.jpg",1,854
128,"test_MGDB","iat","MGDB","meraviglioso",1,648
128,"test_MGDB","iat","MGDB","fond4.jpg",1,841
128,"test_MGDB","iat","MGDB","bello",1,584
128,"test_MGDB","iat","MGDB","latte1.jpg",1,900
128,"test_MGDB","iat","MGDB","gloria",1,613
128,"test_MGDB","iat","MGDB","fond6.jpg",1,478
128,"test_MGDB","iat","MGDB","disastro",1,597
128,"test_MGDB","iat","MGDB","latte4.jpg",1,588
128,"test_MGDB","iat","MGDB","brutto",1,1376
128,"test_MGDB","iat","MGDB","fond2.jpg",1,657
128,"test_MGDB","iat","MGDB","felicità",1,538
128,"test_MGDB","iat","MGDB","fond3.jpg",1,590
128,"test_MGDB","iat","MGDB","dolore",1,1027
128,"test_MGDB","iat","MGDB","fond7.jpg",1,774
128,"test_MGDB","iat","MGDB","pace",1,583
128,"test_MGDB","iat","MGDB","latte3.jpg",1,772
128,"test_MGDB","iat","MGDB","fastidioso",1,693
128,"test_MGDB","iat","MGDB","latte1.jpg",1,774
128,"test_MGDB","iat","MGDB","eccellente",1,1687
128,"test_MGDB","iat","MGDB","fond1.jpg",1,575
128,"test_MGDB","iat","MGDB","cattivo",1,713
128,"test_MGDB","iat","MGDB","latte4.jpg",1,695
128,"test_MGDB","iat","MGDB","schifo",1,1081
128,"test_MGDB","iat","MGDB","latte7.jpg",1,1607
128,"test_MGDB","iat","MGDB","orribile",1,1148
128,"test_MGDB","iat","MGDB","fond5.jpg",1,647
128,"test_MGDB","iat","MGDB","orribile",1,1070
128,"test_MGDB","iat","MGDB","latte2.jpg",1,618
128,"test_MGDB","iat","MGDB","buono",1,787
128,"test_MGDB","iat","MGDB","latte6.jpg",1,1431
128,"test_MGDB","iat","MGDB","paradiso",1,786
128,"test_MGDB","iat","MGDB","latte5.jpg",1,510
128,"test_MGDB","iat","MGDB","piacere",1,626
128,"test_MGDB","iat","MGDB","latte1.jpg",1,614
128,"test_MGDB","iat","MGDB","gioia",1,456
128,"test_MGDB","iat","MGDB","fond4.jpg",1,618
128,"test_MGDB","iat","MGDB","pace",1,571
128,"test_MGDB","iat","MGDB","fond6.jpg",1,461
128,"test_MGDB","iat","MGDB","dolore",1,766
128,"practice_DGMB","iat","DGMB","meraviglioso",1,1385
128,"practice_DGMB","iat","DGMB","fond6.jpg",1,2668
128,"practice_DGMB","iat","DGMB","piacere",1,837
128,"practice_DGMB","iat","DGMB","latte6.jpg",1,899
128,"practice_DGMB","iat","DGMB","cattivo",1,892
128,"practice_DGMB","iat","DGMB","fond5.jpg",1,989
128,"practice_DGMB","iat","DGMB","paradiso",1,1857
128,"practice_DGMB","iat","DGMB","latte7.jpg",1,833
128,"practice_DGMB","iat","DGMB","stupendo",1,724
128,"practice_DGMB","iat","DGMB","fond4.jpg",1,782
128,"practice_DGMB","iat","DGMB","odio",1,734
128,"practice_DGMB","iat","DGMB","fond3.jpg",1,536
128,"practice_DGMB","iat","DGMB","male",1,2114
128,"practice_DGMB","iat","DGMB","fond2.jpg",1,998
128,"practice_DGMB","iat","DGMB","orribile",1,997
128,"practice_DGMB","iat","DGMB","fond1.jpg",1,851
128,"practice_DGMB","iat","DGMB","terribile",1,812
128,"practice_DGMB","iat","DGMB","fond7.jpg",1,1109
128,"practice_DGMB","iat","DGMB","gloria",1,1441
128,"practice_DGMB","iat","DGMB","latte4.jpg",1,782
128,"test_DGMB","iat","DGMB","fond6.jpg",1,747
128,"test_DGMB","iat","DGMB","fallimento",1,1231
128,"test_DGMB","iat","DGMB","latte1.jpg",1,858
128,"test_DGMB","iat","DGMB","felicità",1,940
128,"test_DGMB","iat","DGMB","fond3.jpg",1,727
128,"test_DGMB","iat","DGMB","eccellente",1,590
128,"test_DGMB","iat","DGMB","latte5.jpg",1,514
128,"test_DGMB","iat","DGMB","pace",1,670
128,"test_DGMB","iat","DGMB","latte2.jpg",1,2594
128,"test_DGMB","iat","DGMB","schifo",1,940
128,"test_DGMB","iat","DGMB","latte3.jpg",1,535
128,"test_DGMB","iat","DGMB","bello",1,617
128,"test_DGMB","iat","DGMB","fond5.jpg",1,658
128,"test_DGMB","iat","DGMB","disastro",1,940
128,"test_DGMB","iat","DGMB","fond7.jpg",1,815
128,"test_DGMB","iat","DGMB","amore",1,1865
128,"test_DGMB","iat","DGMB","fond2.jpg",1,787
128,"test_DGMB","iat","DGMB","dolore",1,623
128,"test_DGMB","iat","DGMB","latte6.jpg",1,691
128,"test_DGMB","iat","DGMB","brutto",1,756
128,"test_DGMB","iat","DGMB","latte5.jpg",1,755
128,"test_DGMB","iat","DGMB","nocivo",1,711
128,"test_DGMB","iat","DGMB","latte7.jpg",1,586
128,"test_DGMB","iat","DGMB","gioia",1,607
128,"test_DGMB","iat","DGMB","fond1.jpg",1,928
128,"test_DGMB","iat","DGMB","ridere",1,686
128,"test_DGMB","iat","DGMB","latte4.jpg",1,680
128,"test_DGMB","iat","DGMB","buono",1,1455
128,"test_DGMB","iat","DGMB","latte1.jpg",1,1391
128,"test_DGMB","iat","DGMB","agonia",1,1162
128,"test_DGMB","iat","DGMB","latte2.jpg",1,680
128,"test_DGMB","iat","DGMB","fastidioso",1,543
128,"test_DGMB","iat","DGMB","latte3.jpg",1,499
128,"test_DGMB","iat","DGMB","schifo",1,509
128,"test_DGMB","iat","DGMB","fond4.jpg",1,601
128,"test_DGMB","iat","DGMB","ridere",1,520
128,"test_DGMB","iat","DGMB","fond7.jpg",1,447
128,"test_DGMB","iat","DGMB","brutto",1,590
128,"test_DGMB","iat","DGMB","latte5.jpg",1,1098
128,"test_DGMB","iat","DGMB","gloria",1,1955
130,"practice_DGMB","iat","DGMB","ridere",1,2385
130,"practice_DGMB","iat","DGMB","fond3.jpg",1,1434
130,"practice_DGMB","iat","DGMB","nocivo",1,1013
130,"practice_DGMB","iat","DGMB","latte4.jpg",1,934
130,"practice_DGMB","iat","DGMB","terribile",1,1039
130,"practice_DGMB","iat","DGMB","latte1.jpg",1,741
130,"practice_DGMB","iat","DGMB","orribile",1,870
130,"practice_DGMB","iat","DGMB","fond1.jpg",1,770
130,"practice_DGMB","iat","DGMB","dolore",1,955
130,"practice_DGMB","iat","DGMB","latte3.jpg",1,1273
130,"practice_DGMB","iat","DGMB","eccellente",1,2605
130,"practice_DGMB","iat","DGMB","fond5.jpg",1,1944
130,"practice_DGMB","iat","DGMB","paradiso",1,971
130,"practice_DGMB","iat","DGMB","latte5.jpg",1,812
130,"practice_DGMB","iat","DGMB","cattivo",1,1013
130,"practice_DGMB","iat","DGMB","fond2.jpg",1,798
130,"practice_DGMB","iat","DGMB","fallimento",1,1356
130,"practice_DGMB","iat","DGMB","fond6.jpg",1,914
130,"practice_DGMB","iat","DGMB","stupendo",1,1222
130,"practice_DGMB","iat","DGMB","fond7.jpg",1,945
130,"test_DGMB","iat","DGMB","fond4.jpg",1,942
130,"test_DGMB","iat","DGMB","disastro",1,1431
130,"test_DGMB","iat","DGMB","fond5.jpg",1,634
130,"test_DGMB","iat","DGMB","gioia",1,751
130,"test_DGMB","iat","DGMB","latte7.jpg",1,730
130,"test_DGMB","iat","DGMB","odio",1,1228
130,"test_DGMB","iat","DGMB","fond3.jpg",1,1559
130,"test_DGMB","iat","DGMB","pace",1,1836
130,"test_DGMB","iat","DGMB","latte6.jpg",1,1041
130,"test_DGMB","iat","DGMB","amore",1,936
130,"test_DGMB","iat","DGMB","latte2.jpg",1,1176
130,"test_DGMB","iat","DGMB","agonia",1,1233
130,"test_DGMB","iat","DGMB","latte4.jpg",1,999
130,"test_DGMB","iat","DGMB","bello",1,1133
130,"test_DGMB","iat","DGMB","latte1.jpg",1,1198
130,"test_DGMB","iat","DGMB","schifo",1,1180
130,"test_DGMB","iat","DGMB","fond2.jpg",1,871
130,"test_DGMB","iat","DGMB","fastidioso",1,963
130,"test_DGMB","iat","DGMB","fond6.jpg",1,913
130,"test_DGMB","iat","DGMB","gloria",1,1917
130,"test_DGMB","iat","DGMB","fond1.jpg",1,858
130,"test_DGMB","iat","DGMB","brutto",1,635
130,"test_DGMB","iat","DGMB","latte5.jpg",1,737
130,"test_DGMB","iat","DGMB","buono",1,1467
130,"test_DGMB","iat","DGMB","latte6.jpg",0,406
130,"test_DGMB","iat","DGMB","meraviglioso",1,1557
130,"test_DGMB","iat","DGMB","fond4.jpg",1,690
130,"test_DGMB","iat","DGMB","felicità",1,2244
130,"test_DGMB","iat","DGMB","latte3.jpg",1,648
130,"test_DGMB","iat","DGMB","male",1,671
130,"test_DGMB","iat","DGMB","latte7.jpg",1,1610
130,"test_DGMB","iat","DGMB","piacere",1,1099
130,"test_DGMB","iat","DGMB","latte2.jpg",1,774
130,"test_DGMB","iat","DGMB","stupendo",1,815
130,"test_DGMB","iat","DGMB","latte2.jpg",1,801
130,"test_DGMB","iat","DGMB","brutto",1,1111
130,"test_DGMB","iat","DGMB","fond7.jpg",1,682
130,"test_DGMB","iat","DGMB","paradiso",1,913
130,"test_DGMB","iat","DGMB","fond3.jpg",1,520
130,"test_DGMB","iat","DGMB","male",1,759
130,"practice_MGDB","iat","MGDB","buono",1,1113
130,"practice_MGDB","iat","MGDB","fond3.jpg",1,783
130,"practice_MGDB","iat","MGDB","fallimento",1,1011
130,"practice_MGDB","iat","MGDB","latte4.jpg",1,756
130,"practice_MGDB","iat","MGDB","agonia",1,915
130,"practice_MGDB","iat","MGDB","latte5.jpg",1,777
130,"practice_MGDB","iat","MGDB","pace",1,675
130,"practice_MGDB","iat","MGDB","fond7.jpg",1,593
130,"practice_MGDB","iat","MGDB","bello",1,573
130,"practice_MGDB","iat","MGDB","latte2.jpg",1,1087
130,"practice_MGDB","iat","MGDB","meraviglioso",1,1157
130,"practice_MGDB","iat","MGDB","latte6.jpg",1,707
130,"practice_MGDB","iat","MGDB","terribile",1,679
130,"practice_MGDB","iat","MGDB","fond2.jpg",1,702
130,"practice_MGDB","iat","MGDB","brutto",1,951
130,"practice_MGDB","iat","MGDB","fond1.jpg",1,674
130,"practice_MGDB","iat","MGDB","ridere",1,759
130,"practice_MGDB","iat","MGDB","fond4.jpg",1,669
130,"practice_MGDB","iat","MGDB","felicità",1,713
130,"practice_MGDB","iat","MGDB","latte1.jpg",1,536
130,"test_MGDB","iat","MGDB","fond5.jpg",1,871
130,"test_MGDB","iat","MGDB","dolore",1,555
130,"test_MGDB","iat","MGDB","fond6.jpg",1,458
130,"test_MGDB","iat","MGDB","odio",1,444
130,"test_MGDB","iat","MGDB","latte3.jpg",1,522
130,"test_MGDB","iat","MGDB","male",1,570
130,"test_MGDB","iat","MGDB","latte7.jpg",1,595
130,"test_MGDB","iat","MGDB","gloria",1,951
130,"test_MGDB","iat","MGDB","latte3.jpg",1,546
130,"test_MGDB","iat","MGDB","nocivo",1,863
130,"test_MGDB","iat","MGDB","fond6.jpg",1,523
130,"test_MGDB","iat","MGDB","cattivo",1,1282
130,"test_MGDB","iat","MGDB","latte7.jpg",1,856
130,"test_MGDB","iat","MGDB","gioia",1,649
130,"test_MGDB","iat","MGDB","latte4.jpg",1,546
130,"test_MGDB","iat","MGDB","disastro",1,862
130,"test_MGDB","iat","MGDB","fond5.jpg",1,650
130,"test_MGDB","iat","MGDB","eccellente",1,828
130,"test_MGDB","iat","MGDB","latte5.jpg",1,527
130,"test_MGDB","iat","MGDB","fastidioso",1,942
130,"test_MGDB","iat","MGDB","fond3.jpg",1,922
130,"test_MGDB","iat","MGDB","schifo",1,889
130,"test_MGDB","iat","MGDB","fond2.jpg",1,561
130,"test_MGDB","iat","MGDB","amore",1,632
130,"test_MGDB","iat","MGDB","fond7.jpg",1,631
130,"test_MGDB","iat","MGDB","orribile",1,899
130,"test_MGDB","iat","MGDB","latte6.jpg",1,535
130,"test_MGDB","iat","MGDB","piacere",1,489
130,"test_MGDB","iat","MGDB","latte2.jpg",1,386
130,"test_MGDB","iat","MGDB","paradiso",1,1207
130,"test_MGDB","iat","MGDB","fond1.jpg",1,1015
130,"test_MGDB","iat","MGDB","stupendo",1,912
130,"test_MGDB","iat","MGDB","fond4.jpg",1,519
130,"test_MGDB","iat","MGDB","piacere",1,782
130,"test_MGDB","iat","MGDB","latte1.jpg",1,1065
130,"test_MGDB","iat","MGDB","schifo",1,637
130,"test_MGDB","iat","MGDB","fond7.jpg",1,572
130,"test_MGDB","iat","MGDB","eccellente",1,685
130,"test_MGDB","iat","MGDB","latte4.jpg",1,558
130,"test_MGDB","iat","MGDB","nocivo",1,694
131,"practice_DGMB","iat","DGMB","paradiso",1,1560
131,"practice_DGMB","iat","DGMB","fond5.jpg",1,1053
131,"practice_DGMB","iat","DGMB","gioia",1,758
131,"practice_DGMB","iat","DGMB","latte6.jpg",1,700
131,"practice_DGMB","iat","DGMB","brutto",1,638
131,"practice_DGMB","iat","DGMB","fond6.jpg",1,540
131,"practice_DGMB","iat","DGMB","felicità",1,550
131,"practice_DGMB","iat","DGMB","fond2.jpg",1,562
131,"practice_DGMB","iat","DGMB","disastro",1,593
131,"practice_DGMB","iat","DGMB","latte5.jpg",1,632
131,"practice_DGMB","iat","DGMB","stupendo",1,652
131,"practice_DGMB","iat","DGMB","latte2.jpg",1,670
131,"practice_DGMB","iat","DGMB","eccellente",1,578
131,"practice_DGMB","iat","DGMB","latte3.jpg",1,614
131,"practice_DGMB","iat","DGMB","piacere",1,535
131,"practice_DGMB","iat","DGMB","fond4.jpg",1,625
131,"practice_DGMB","iat","DGMB","male",1,605
131,"practice_DGMB","iat","DGMB","fond3.jpg",1,590
131,"practice_DGMB","iat","DGMB","bello",1,899
131,"practice_DGMB","iat","DGMB","fond7.jpg",0,862
131,"test_DGMB","iat","DGMB","latte7.jpg",1,842
131,"test_DGMB","iat","DGMB","buono",1,960
131,"test_DGMB","iat","DGMB","fond1.jpg",1,702
131,"test_DGMB","iat","DGMB","fastidioso",1,795
131,"test_DGMB","iat","DGMB","latte4.jpg",1,1049
131,"test_DGMB","iat","DGMB","terribile",1,887
131,"test_DGMB","iat","DGMB","fond3.jpg",1,664
131,"test_DGMB","iat","DGMB","pace",1,1372
131,"test_DGMB","iat","DGMB","fond4.jpg",1,637
131,"test_DGMB","iat","DGMB","ridere",1,588
131,"test_DGMB","iat","DGMB","latte1.jpg",1,672
131,"test_DGMB","iat","DGMB","odio",1,564
131,"test_DGMB","iat","DGMB","latte4.jpg",1,691
131,"test_DGMB","iat","DGMB","gloria",1,628
131,"test_DGMB","iat","DGMB","latte7.jpg",1,680
131,"test_DGMB","iat","DGMB","agonia",1,879
131,"test_DGMB","iat","DGMB","fond7.jpg",1,605
131,"test_DGMB","iat","DGMB","fallimento",1,788
131,"test_DGMB","iat","DGMB","latte5.jpg",1,712
131,"test_DGMB","iat","DGMB","cattivo",1,764
131,"test_DGMB","iat","DGMB","fond6.jpg",1,562
131,"test_DGMB","iat","DGMB","meraviglioso",1,809
131,"test_DGMB","iat","DGMB","latte6.jpg",1,699
131,"test_DGMB","iat","DGMB","dolore",1,1028
131,"test_DGMB","iat","DGMB","latte1.jpg",1,511
131,"test_DGMB","iat","DGMB","amore",1,596
131,"test_DGMB","iat","DGMB","latte3.jpg",1,827
131,"test_DGMB","iat","DGMB","orribile",1,911
131,"test_DGMB","iat","DGMB","fond2.jpg",1,522
131,"test_DGMB","iat","DGMB","amore",1,1177
131,"test_DGMB","iat","DGMB","fond5.jpg",1,570
131,"test_DGMB","iat","DGMB","nocivo",1,587
131,"test_DGMB","iat","DGMB","fond1.jpg",1,551
131,"test_DGMB","iat","DGMB","schifo",1,1124
131,"test_DGMB","iat","DGMB","fond7.jpg",1,1266
131,"test_DGMB","iat","DGMB","odio",1,829
131,"test_DGMB","iat","DGMB","latte2.jpg",1,689
131,"test_DGMB","iat","DGMB","eccellente",1,690
131,"test_DGMB","iat","DGMB","latte3.jpg",1,979
131,"test_DGMB","iat","DGMB","agonia",1,997
131,"practice_MGDB","iat","MGDB","meraviglioso",1,1575
131,"practice_MGDB","iat","MGDB","latte7.jpg",1,1705
131,"practice_MGDB","iat","MGDB","felicità",1,1012
131,"practice_MGDB","iat","MGDB","fond1.jpg",1,741
131,"practice_MGDB","iat","MGDB","brutto",1,966
131,"practice_MGDB","iat","MGDB","fond3.jpg",1,631
131,"practice_MGDB","iat","MGDB","eccellente",1,699
131,"practice_MGDB","iat","MGDB","fond4.jpg",1,1063
131,"practice_MGDB","iat","MGDB","pace",1,899
131,"practice_MGDB","iat","MGDB","fond2.jpg",1,710
131,"practice_MGDB","iat","MGDB","paradiso",1,810
131,"practice_MGDB","iat","MGDB","fond5.jpg",1,739
131,"practice_MGDB","iat","MGDB","fastidioso",1,1061
131,"practice_MGDB","iat","MGDB","latte1.jpg",1,1152
131,"practice_MGDB","iat","MGDB","gioia",1,891
131,"practice_MGDB","iat","MGDB","latte2.jpg",1,532
131,"practice_MGDB","iat","MGDB","dolore",1,1014
131,"practice_MGDB","iat","MGDB","latte6.jpg",1,1135
131,"practice_MGDB","iat","MGDB","schifo",1,792
131,"practice_MGDB","iat","MGDB","latte5.jpg",1,662
131,"test_MGDB","iat","MGDB","latte3.jpg",1,2507
131,"test_MGDB","iat","MGDB","amore",1,1797
131,"test_MGDB","iat","MGDB","latte4.jpg",1,881
131,"test_MGDB","iat","MGDB","nocivo",1,776
131,"test_MGDB","iat","MGDB","fond7.jpg",1,617
131,"test_MGDB","iat","MGDB","buono",0,819
131,"test_MGDB","iat","MGDB","latte2.jpg",1,2598
131,"test_MGDB","iat","MGDB","orribile",1,674
131,"test_MGDB","iat","MGDB","fond6.jpg",1,1345
131,"test_MGDB","iat","MGDB","odio",1,1052
131,"test_MGDB","iat","MGDB","fond5.jpg",1,821
131,"test_MGDB","iat","MGDB","agonia",1,942
131,"test_MGDB","iat","MGDB","fond1.jpg",1,458
131,"test_MGDB","iat","MGDB","ridere",1,507
131,"test_MGDB","iat","MGDB","latte4.jpg",1,760
131,"test_MGDB","iat","MGDB","terribile",1,846
131,"test_MGDB","iat","MGDB","fond4.jpg",1,1479
131,"test_MGDB","iat","MGDB","disastro",1,861
131,"test_MGDB","iat","MGDB","fond2.jpg",1,577
131,"test_MGDB","iat","MGDB","bello",1,674
131,"test_MGDB","iat","MGDB","fond3.jpg",1,657
131,"test_MGDB","iat","MGDB","fallimento",1,795
131,"test_MGDB","iat","MGDB","fond7.jpg",1,641
131,"test_MGDB","iat","MGDB","stupendo",1,672
131,"test_MGDB","iat","MGDB","fond6.jpg",1,630
131,"test_MGDB","iat","MGDB","cattivo",1,819
131,"test_MGDB","iat","MGDB","latte1.jpg",1,550
131,"test_MGDB","iat","MGDB","gloria",1,1291
131,"test_MGDB","iat","MGDB","latte3.jpg",1,739
131,"test_MGDB","iat","MGDB","piacere",1,580
131,"test_MGDB","iat","MGDB","latte5.jpg",1,464
131,"test_MGDB","iat","MGDB","male",1,597
131,"test_MGDB","iat","MGDB","latte7.jpg",1,548
131,"test_MGDB","iat","MGDB","fastidioso",1,1032
131,"test_MGDB","iat","MGDB","fond5.jpg",1,846
131,"test_MGDB","iat","MGDB","amore",1,637
131,"test_MGDB","iat","MGDB","latte6.jpg",1,891
131,"test_MGDB","iat","MGDB","paradiso",1,621
131,"test_MGDB","iat","MGDB","latte7.jpg",1,601
131,"test_MGDB","iat","MGDB","brutto",1,624
132,"practice_DGMB","iat","DGMB","cattivo",1,1239
132,"practice_DGMB","iat","DGMB","fond4.jpg",1,949
132,"practice_DGMB","iat","DGMB","meraviglioso",1,729
132,"practice_DGMB","iat","DGMB","fond7.jpg",1,554
132,"practice_DGMB","iat","DGMB","male",1,518
132,"practice_DGMB","iat","DGMB","latte7.jpg",1,637
